id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
5468730030,8/22/2014,265000,3,2.0,1320,8959,1.0,,0.0,3,7,1320,0.0,1993,0.0,98042,47.3536,-122.14399999999999,1740,7316
8079030390,3/4/2015,446500,3,2.5,2650,7286,2.0,,0.0,3,8,2650,0.0,1990,0.0,98059,47.5084,-122.154,2400,7220
2747100024,6/19/2014,576000,3,2.5,1940,9000,1.0,,0.0,4,7,970,970.0,1948,0.0,98117,47.6933,-122.39299999999999,2190,7310
3204800200,1/8/2015,665000,4,2.75,3320,10574,2.0,,0.0,5,8,2220,?,1960,0.0,98056,47.5376,-122.18,2720,8330
7520000520,9/5/2014,232000,2,1.0,1240,12092,1.0,,0.0,3,6,960,280.0,1922,1984.0,98146,47.4957,-122.352,1820,7460
3179100060,9/16/2014,880000,4,3.5,2800,6750,2.0,,0.0,3,9,1890,910.0,1951,2002.0,98105,47.669,-122.275,2370,6120
7325600160,6/4/2014,299000,1,0.75,560,12120,1.0,,0.0,3,4,560,0.0,1967,0.0,98014,47.675,-121.854,1300,19207
3363900111,12/3/2014,437500,2,1.0,990,3120,1.0,,2.0,5,7,790,200.0,1907,0.0,98103,47.68,-122.353,1930,3120
2201500030,10/6/2014,420000,4,1.0,1750,9600,1.5,,0.0,4,7,1750,0.0,1954,0.0,98006,47.5759,-122.137,1750,10530
952003285,8/5/2014,679900,3,2.5,2440,5750,2.0,,2.0,3,9,1980,460.0,2000,0.0,98116,47.565,-122.381,1520,5750
925059078,8/19/2014,604950,3,2.5,2110,5608,1.0,,0.0,3,8,1340,770.0,2013,0.0,98033,47.6743,-122.184,2040,9363
1118500030,10/1/2014,810000,4,2.5,3520,15420,2.0,,0.0,3,10,3520,0.0,1991,0.0,98074,47.6375,-122.016,3400,21455
2231500030,10/1/2014,315000,4,2.25,2180,10754,1.0,,0.0,5,7,1100,1080.0,1954,0.0,98133,47.7711,-122.34100000000001,1810,6929
2883200160,4/29/2015,595000,4,2.0,2020,2849,2.0,,0.0,3,7,2020,0.0,1960,0.0,98115,47.6831,-122.329,1910,3120
1923000030,7/28/2014,1120000,4,2.5,3840,16619,2.0,,1.0,4,10,3840,0.0,1983,0.0,98040,47.5634,-122.213,3600,16553
5175800060,6/23/2014,365000,4,2.0,1940,25600,1.0,,0.0,1,8,1940,0.0,1962,0.0,98006,47.5722,-122.12899999999999,2000,10071
1151100070,2/24/2015,437000,3,2.5,1750,22357,2.0,,0.0,3,8,1750,0.0,1994,0.0,98045,47.4807,-121.779,2430,22357
8724300030,12/23/2014,355000,3,2.25,1860,5028,2.0,,0.0,3,8,1860,0.0,2012,0.0,98019,47.7318,-121.98200000000001,2320,5465
936000060,11/14/2014,310000,5,1.75,2190,27260,1.0,,0.0,4,7,2190,0.0,1947,,98166,47.4546,-122.337,1620,39480
646910160,9/3/2014,237000,3,2.5,1490,2138,2.0,,0.0,3,7,1490,0.0,2005,0.0,98055,47.4324,-122.197,1490,2094
11500890,3/12/2015,843000,3,2.5,3130,8750,2.0,,0.0,3,10,3130,0.0,1991,0.0,98052,47.6954,-122.103,2860,9003
1843100340,3/5/2015,348000,3,2.25,2570,8491,2.0,,0.0,4,8,2570,0.0,1989,0.0,98042,47.3759,-122.125,2400,8049
8658300340,5/23/2014,80000,1,0.75,430,5050,1.0,,0.0,2,4,430,0.0,1912,0.0,98014,47.6499,-121.90899999999999,1200,7500
1604602050,7/11/2014,460000,3,2.5,1610,2527,2.0,,2.0,3,9,1080,530.0,2005,0.0,98118,47.5674,-122.29,1610,4173
5379805885,5/21/2014,240000,2,1.75,1330,7200,1.0,,0.0,3,7,1330,0.0,1993,0.0,98188,47.4467,-122.281,1450,11682
3225079035,6/18/2014,1600000,6,5.0,6050,230652,2.0,,3.0,3,11,6050,0.0,2001,0.0,98024,47.6033,-121.943,4210,233971
6381500700,11/5/2014,365000,4,1.0,1590,7085,1.5,,0.0,3,6,1590,0.0,1944,0.0,98125,47.7315,-122.305,1320,7085
2008200060,6/24/2014,160000,3,1.5,1010,9600,1.0,,0.0,4,7,1010,0.0,1962,0.0,98198,47.4097,-122.316,1400,9660
7800800160,11/21/2014,375000,3,2.25,2120,18500,2.0,,0.0,4,8,2120,0.0,1983,0.0,98031,47.3914,-122.169,2120,14479
2473420140,9/23/2014,315000,4,2.75,2300,18360,1.0,,0.0,4,7,1560,740.0,1979,0.0,98058,47.4518,-122.16,1870,9588
5486800070,6/20/2014,1950000,7,3.5,4640,15235,2.0,,1.0,3,11,2860,1780.0,1965,2003.0,98040,47.5666,-122.23100000000001,3230,20697
2436701180,8/14/2014,671500,5,2.75,2160,4000,1.5,,0.0,5,7,1530,630.0,1927,0.0,98105,47.667,-122.289,2040,4000
809002765,10/22/2014,610000,3,1.0,1180,3400,1.5,,0.0,3,8,1180,0.0,1907,0.0,98109,47.6376,-122.353,1440,3400
2473360060,1/2/2015,263500,3,1.75,1330,9917,1.0,,0.0,3,7,1040,290.0,1981,0.0,98058,47.4478,-122.161,1330,9081
8669160310,12/9/2014,266000,3,2.5,1805,3402,2.0,,0.0,3,7,1805,0.0,2009,0.0,98002,47.3521,-122.212,2095,3402
7853240200,5/16/2014,619000,3,2.5,2720,6439,2.0,,0.0,3,9,2720,0.0,2005,0.0,98065,47.5422,-121.86,3180,7320
2998800125,7/1/2014,730000,2,2.25,2130,4920,1.5,,4.0,4,7,1530,600.0,1941,0.0,98116,47.573,-122.40899999999999,2130,4920
6909200575,3/14/2015,685000,3,2.0,2060,2900,1.5,,0.0,5,8,1330,730.0,1931,0.0,98144,47.5897,-122.292,1910,3900
2781280390,3/24/2015,290000,3,2.5,1610,2937,2.0,,0.0,3,8,1610,0.0,2006,0.0,98055,47.4489,-122.18799999999999,1610,3049
3278600240,7/22/2014,372500,2,2.5,1400,2958,2.0,,0.0,3,8,1400,0.0,2007,,98126,47.5496,-122.37299999999999,1540,2385
7846200070,10/2/2014,595000,3,2.5,3370,14402,2.0,,2.0,3,9,3370,0.0,2004,0.0,98045,47.5008,-121.77600000000001,3330,9691
3126049411,12/9/2014,340000,2,2.5,1100,1760,3.0,,0.0,3,7,1100,0.0,1997,0.0,98103,47.6972,-122.35,1200,1415
2321300390,11/5/2014,650000,3,2.0,1870,3388,1.0,,0.0,4,8,1230,640.0,1925,,98199,47.6372,-122.395,1780,4050
1682500160,6/19/2014,210000,3,2.0,1440,7210,1.0,,0.0,3,8,1440,0.0,1983,0.0,98092,47.3128,-122.184,1700,7245
582000135,6/22/2014,565000,2,1.75,1330,6000,1.0,,0.0,4,7,960,370.0,1914,1945.0,98199,47.6539,-122.396,1620,6000
3226200105,5/23/2014,325000,3,1.0,1920,6862,1.0,,2.0,3,7,1120,800.0,1952,0.0,98118,47.5193,-122.274,2000,6900
2324039036,4/3/2015,597500,3,2.0,2150,5400,1.5,,0.0,4,7,1380,770.0,1911,0.0,98126,47.555,-122.37899999999999,1940,6500
1959701890,7/29/2014,865000,4,1.75,1800,4180,2.0,,3.0,4,8,1800,0.0,1921,,98102,47.6462,-122.318,2180,4620
7846700310,6/23/2014,280000,2,1.0,1010,3000,1.0,,0.0,4,7,1010,0.0,1925,0.0,98045,47.4965,-121.785,1150,7000
3526069070,5/28/2014,799000,4,3.0,2580,209523,2.0,,0.0,3,8,2580,0.0,1984,0.0,98053,47.6932,-122.006,3440,213444
2013200390,9/22/2014,268000,4,1.75,1680,9966,1.0,,0.0,3,7,1100,580.0,1977,0.0,98198,47.3923,-122.311,2400,10369
6664000030,10/9/2014,980000,4,2.25,2240,11034,2.0,,0.0,3,8,2240,0.0,1976,0.0,98004,47.5894,-122.195,2300,11550
4022907770,10/14/2014,550000,4,1.75,2480,14782,1.0,,3.0,3,8,1460,1020.0,1958,0.0,98155,47.7646,-122.271,2910,10800
3216900060,6/25/2014,390000,4,2.5,2340,8548,2.0,,0.0,3,8,2340,0.0,1993,0.0,98031,47.4206,-122.18299999999999,1970,6818
3670500710,7/15/2014,405500,3,1.5,1010,8108,1.0,,0.0,5,7,1010,0.0,1954,0.0,98155,47.7359,-122.309,1300,8108
2473400340,6/4/2014,320000,3,1.5,1650,9380,1.0,,0.0,5,7,1130,520.0,1978,0.0,98058,47.4525,-122.162,1720,8856
8682300890,8/28/2014,699800,2,2.5,2380,6600,1.0,,0.0,3,8,2380,0.0,2010,,98053,47.717,-122.02,1870,6600
3575200070,11/4/2014,560000,3,2.25,2060,31400,2.0,,0.0,3,8,2060,0.0,1984,0.0,98074,47.6216,-122.056,2160,34500
2205500575,2/9/2015,390000,3,1.0,1200,10800,1.0,,0.0,4,7,1200,0.0,1955,,98006,47.5771,-122.14399999999999,1370,9950
2329500260,7/9/2014,232500,3,1.5,1940,9887,1.0,,0.0,4,7,1140,800.0,1969,,98003,47.3289,-122.32700000000001,1410,9936
4365200860,6/6/2014,385200,4,1.0,1550,7740,1.5,,0.0,3,6,1550,0.0,1954,,98126,47.5222,-122.375,1220,7740
3276930400,10/22/2014,625000,4,2.25,2220,36085,2.0,,0.0,3,9,2220,0.0,1989,0.0,98075,47.5839,-121.991,3000,36906
726049190,2/18/2015,431000,3,1.0,1810,7200,1.0,,0.0,4,7,1130,680.0,1954,0.0,98133,47.7493,-122.351,1810,8100
3362400640,5/12/2015,825000,3,1.75,2010,3090,1.5,,0.0,5,7,1510,500.0,1926,0.0,98103,47.681999999999995,-122.348,1600,3150
1610000016,9/11/2014,175000,4,1.0,1300,6030,1.5,,0.0,3,6,1300,0.0,1947,0.0,98168,47.4778,-122.286,1240,6900
2061100570,2/10/2015,595000,3,1.75,1910,5753,1.0,,3.0,3,8,1110,800.0,1941,0.0,98115,47.6898,-122.32700000000001,1630,5580
1402950550,1/7/2015,332000,4,2.5,2470,7780,2.0,,0.0,3,8,2470,0.0,2002,0.0,98092,47.3337,-122.191,2100,5972
1081300200,5/9/2014,352000,3,2.25,1640,11050,1.0,,0.0,4,8,1640,0.0,1972,0.0,98059,47.4723,-122.12100000000001,1870,11050
8818900060,11/25/2014,664000,4,2.0,1530,4080,1.5,,0.0,4,7,1530,0.0,1912,0.0,98105,47.6645,-122.325,1860,4080
3395050060,7/22/2014,628000,3,1.75,4000,11894,1.0,,0.0,3,9,2190,1810.0,1987,0.0,98011,47.7738,-122.20299999999999,2530,8650
3056800160,8/12/2014,370500,4,2.5,1790,6120,2.0,,0.0,3,7,1790,0.0,2005,0.0,98059,47.4829,-122.12799999999999,1950,5660
2359300030,5/8/2015,565000,3,1.0,910,5212,1.0,,0.0,3,7,910,0.0,1951,0.0,98115,47.6742,-122.28399999999999,1520,6300
1937300270,3/3/2015,910000,3,3.5,2480,3200,2.0,,0.0,3,10,2480,0.0,2010,0.0,98144,47.5951,-122.307,1980,3200
5101405335,8/26/2014,414900,3,1.5,1260,9570,1.0,,0.0,3,7,870,390.0,1941,0.0,98115,47.7004,-122.305,1620,7000
3323500030,6/4/2014,1270000,5,2.5,3200,17204,1.0,,0.0,3,7,2160,1040.0,1952,0.0,98004,47.6209,-122.22200000000001,4090,15732
1962200435,11/10/2014,1010000,4,1.0,1820,5400,1.5,,0.0,3,8,1820,?,1923,2014.0,98102,47.6476,-122.318,1820,5400
643500030,11/14/2014,431650,5,2.5,1710,7700,1.5,,0.0,3,7,1710,0.0,1962,0.0,98007,47.5922,-122.146,1530,7700
65000400,10/22/2014,570000,4,3.0,1490,6766,1.5,,1.0,5,7,1490,0.0,1915,0.0,98136,47.5446,-122.382,1990,6526
6116500341,1/12/2015,419000,4,1.5,2150,23568,1.0,,0.0,4,7,2150,0.0,1950,,98166,47.4522,-122.355,2150,10125
7708300140,3/6/2015,369950,3,1.0,2430,10720,1.0,,0.0,3,7,2430,0.0,1977,0.0,98045,47.4895,-121.787,1660,11560
252000400,9/8/2014,323000,3,1.75,2100,14850,1.0,,0.0,4,7,2100,0.0,1963,,98042,47.3622,-122.059,1930,17238
1842000140,7/30/2014,335000,3,1.75,1570,7500,1.0,,1.0,3,7,1300,270.0,1953,0.0,98146,47.4999,-122.368,1590,7660
2009001600,5/6/2015,265000,3,1.0,1070,9000,1.0,,0.0,4,7,1070,0.0,1950,0.0,98198,47.4061,-122.33,1840,12000
1777500160,4/25/2015,718000,5,3.0,3070,9804,1.0,,0.0,4,9,1740,1330.0,1968,,98006,47.5702,-122.12799999999999,2550,9689
2695600505,4/13/2015,399000,4,1.0,1500,6388,1.5,,0.0,4,7,1500,0.0,1951,0.0,98126,47.5303,-122.37799999999999,980,5366
7214820030,12/12/2014,475000,3,1.75,2020,8970,1.0,,0.0,4,7,1180,840.0,1981,0.0,98072,47.7571,-122.145,2140,8008
686201000,12/30/2014,538200,4,3.0,1780,7260,1.0,,0.0,4,8,1780,0.0,1964,0.0,98008,47.626999999999995,-122.11399999999999,1810,7920
2379300340,3/31/2015,321500,4,2.5,1930,6228,2.0,,0.0,3,8,1930,0.0,2000,0.0,98030,47.3572,-122.191,1930,6168
2224700136,1/22/2015,315000,4,1.0,1300,8400,1.5,,0.0,4,7,1300,0.0,1953,0.0,98133,47.7612,-122.33200000000001,1330,8400
7197300105,5/2/2014,550000,4,2.5,1940,10500,1.0,,0.0,4,7,1140,800.0,1976,0.0,98052,47.683,-122.11399999999999,2200,10500
2553300030,6/9/2014,648000,4,2.5,2380,13435,2.0,,0.0,3,10,2380,0.0,1992,0.0,98075,47.5833,-122.02799999999999,2730,9677
8127700445,7/16/2014,699000,3,1.75,1670,5375,1.0,,0.0,3,7,1270,400.0,1952,0.0,98199,47.6416,-122.397,1460,6125
11501160,6/17/2014,837700,5,2.75,3010,12611,2.0,,0.0,3,10,3010,0.0,1994,0.0,98052,47.69600000000001,-122.102,2890,9456
9477201040,11/18/2014,430000,3,1.75,1810,7300,1.0,,0.0,4,7,1240,570.0,1976,0.0,98034,47.7299,-122.19200000000001,1460,7560
3278604400,6/2/2014,285000,2,2.5,1380,1073,2.0,,0.0,3,7,1140,240.0,2011,0.0,98126,47.5462,-122.369,1580,2036
7831800505,1/6/2015,200000,3,1.0,1230,4380,1.0,,0.0,3,6,1230,0.0,1947,0.0,98106,47.5352,-122.361,1525,6026
2475201180,2/6/2015,303000,3,2.5,1560,4100,2.0,,0.0,3,7,1560,0.0,1985,,98055,47.4733,-122.189,1660,4400
9554200105,10/14/2014,625000,4,2.0,2020,6867,1.0,,0.0,5,8,1010,1010.0,1942,0.0,98115,47.7,-122.292,1250,6842
5415300060,8/13/2014,435000,6,3.5,2400,8620,2.0,,0.0,3,8,1640,760.0,1987,0.0,98034,47.7152,-122.162,1940,7350
3876100320,9/5/2014,482500,6,4.5,2940,7500,1.5,,0.0,4,8,2940,0.0,1966,0.0,98034,47.7208,-122.182,2010,7500
9465910320,7/9/2014,565000,3,2.5,2500,7394,2.0,,0.0,3,9,2500,0.0,1990,,98072,47.7441,-122.17299999999999,2790,7642
7893800335,4/30/2015,328000,4,3.25,3380,7500,2.0,,3.0,3,7,2420,960.0,1990,,98198,47.4092,-122.33,1920,7500
7287100135,10/1/2014,423000,3,1.0,1830,13900,1.0,,0.0,3,7,1830,0.0,1951,0.0,98133,47.7654,-122.352,1840,10667
9222400510,1/7/2015,406000,2,1.0,880,3000,1.0,,0.0,3,6,880,0.0,1924,0.0,98115,47.6749,-122.323,890,3000
1761300310,8/27/2014,211000,4,2.0,1710,8288,1.5,,0.0,3,7,1710,0.0,1970,,98031,47.3947,-122.17399999999999,1710,7200
226059078,2/27/2015,375000,2,1.0,1840,81892,1.0,,0.0,3,6,1840,0.0,1955,0.0,98072,47.7694,-122.124,2550,40089
472000055,5/14/2014,546000,3,1.75,2000,5000,1.0,,0.0,4,7,1110,890.0,1921,0.0,98117,47.6859,-122.399,1750,5000
9477500060,8/13/2014,484000,6,2.5,3300,13501,1.0,,0.0,3,8,2060,1240.0,1980,0.0,98059,47.5116,-122.163,2060,8745
7625702400,7/30/2014,355000,2,1.0,960,6250,1.0,,0.0,3,6,960,0.0,1916,0.0,98136,47.5491,-122.38600000000001,1350,6250
2026049155,3/20/2015,372500,3,1.75,1680,8648,1.0,,0.0,4,7,1680,0.0,1963,0.0,98133,47.7338,-122.33200000000001,1290,8147
2329800240,2/18/2015,285000,4,3.0,1900,7194,2.0,,0.0,4,7,1900,0.0,1988,0.0,98042,47.3768,-122.117,1690,7194
4037800140,8/14/2014,548000,4,2.0,2100,8880,1.0,,0.0,4,7,2100,0.0,1958,0.0,98008,47.6115,-122.124,1280,9102
1822350070,2/2/2015,455000,3,1.5,1380,6657,2.0,,0.0,3,7,1380,0.0,1986,,98034,47.7085,-122.21700000000001,1420,8187
2723069082,4/24/2015,788500,4,2.25,2510,133729,2.0,,0.0,4,8,2510,0.0,1977,0.0,98027,47.4569,-122.02,2510,69696
573000685,7/17/2014,805000,2,1.75,1550,6000,1.0,,1.0,3,7,1550,0.0,1920,,98199,47.6712,-122.40899999999999,2360,6000
8731982190,6/18/2014,274500,3,2.25,1720,9000,1.0,,0.0,4,8,1320,400.0,1969,0.0,98023,47.3191,-122.383,1930,8000
3526039116,11/18/2014,549000,3,1.75,2000,6130,1.0,,0.0,4,8,1120,880.0,1951,0.0,98117,47.6925,-122.38799999999999,2140,7150
6821600390,1/8/2015,815000,3,2.0,2310,6000,2.0,,1.0,4,9,1560,750.0,1926,0.0,98199,47.648,-122.395,2000,6000
3905000340,7/24/2014,672000,4,2.5,2440,10049,2.0,,0.0,4,9,2440,?,1989,0.0,98029,47.5744,-121.993,2820,8484
6117500320,7/8/2014,1130000,3,2.25,2790,13791,1.0,,3.0,3,8,2790,0.0,2006,0.0,98166,47.4389,-122.351,2720,12600
2592210160,8/5/2014,719000,3,2.5,2120,9307,2.0,,0.0,4,9,2120,0.0,1984,0.0,98006,47.5477,-122.141,2290,11524
8682291840,3/31/2015,408000,2,2.0,1200,3900,1.0,,0.0,3,8,1200,0.0,2006,0.0,98053,47.72,-122.024,1440,5580
7811200310,12/16/2014,635000,4,2.25,1920,8910,1.0,,0.0,4,8,1200,720.0,1969,0.0,98005,47.5897,-122.156,2250,8800
5255690160,10/9/2014,439000,4,2.25,2240,8300,2.0,,0.0,3,8,2240,0.0,1978,0.0,98011,47.7746,-122.197,2340,8500
9473200105,9/24/2014,425000,2,1.0,2110,4920,1.5,,0.0,3,7,1460,650.0,1911,0.0,98103,47.6872,-122.339,1390,4732
4292300024,3/2/2015,350000,3,1.5,1430,12199,1.0,,0.0,3,7,1130,300.0,1948,0.0,98133,47.7352,-122.33,1490,8196
339350070,3/18/2015,566000,3,2.5,2090,6294,2.0,,0.0,3,9,2090,0.0,2004,0.0,98052,47.68600000000001,-122.095,2520,5735
2228900270,2/12/2015,302000,2,1.0,1010,6000,1.0,,0.0,4,6,1010,0.0,1944,0.0,98133,47.771,-122.353,1610,7313
7227501170,6/26/2014,235867,4,2.0,1330,5926,1.0,,0.0,4,5,1330,0.0,1942,0.0,98056,47.496,-122.19,1150,5485
6021501920,6/27/2014,672500,3,2.25,2400,5300,1.5,,0.0,4,7,1250,1150.0,1939,0.0,98117,47.6876,-122.384,1540,4800
2919700885,8/26/2014,459000,4,2.0,1560,3840,1.0,,0.0,4,6,960,600.0,1924,0.0,98117,47.6882,-122.365,1560,4800
3034200058,5/29/2014,400000,4,1.5,1390,7200,1.0,,0.0,3,7,1140,250.0,1965,,98133,47.7224,-122.33200000000001,1630,7702
8888000055,12/30/2014,530000,3,0.75,920,20412,1.0,,2.0,5,6,920,0.0,1950,0.0,98070,47.4781,-122.49,1162,54705
5557320030,9/24/2014,229950,5,2.75,2000,5885,1.0,,0.0,3,7,1260,740.0,1994,,98023,47.3155,-122.34700000000001,1960,6514
6204200340,11/10/2014,521000,3,1.75,1730,18250,1.0,,0.0,3,8,1730,0.0,1988,0.0,98011,47.736999999999995,-122.20100000000001,2180,10027
3818400060,10/31/2014,495000,4,2.5,2460,4862,2.0,,0.0,3,8,2460,0.0,2004,0.0,98028,47.7719,-122.235,2900,4895
9264960560,10/1/2014,340000,3,2.5,2690,8577,2.0,,0.0,3,9,2690,0.0,1987,0.0,98023,47.3026,-122.351,2570,8066
3629160060,2/27/2015,720000,4,2.75,3370,7634,1.0,,2.0,5,8,2110,1260.0,1977,0.0,98056,47.5259,-122.204,2460,7634
7312000240,6/23/2014,442000,4,2.5,2520,7253,2.0,,0.0,3,9,2520,0.0,1990,0.0,98059,47.5148,-122.15899999999999,2570,8359
8651580310,5/28/2014,621138,3,2.25,2180,7741,2.0,,0.0,3,9,2180,0.0,1986,0.0,98074,47.6482,-122.072,2300,8581
3629920830,5/6/2015,810000,4,2.5,3260,5608,2.0,,0.0,3,9,3260,0.0,2003,0.0,98029,47.5453,-121.995,3010,5608
2864600105,6/24/2014,819000,3,3.5,2130,6150,2.0,,2.0,5,8,1530,600.0,1908,0.0,98199,47.6491,-122.405,2040,5381
1402200070,10/13/2014,365000,4,2.25,1990,21312,1.0,,0.0,4,8,1990,0.0,1968,,98058,47.43899999999999,-122.14399999999999,2400,19210
5126900310,3/25/2015,150000,2,1.0,1100,7200,1.0,,0.0,4,6,1100,0.0,1944,,98058,47.4752,-122.17200000000001,1390,7200
2483700160,9/17/2014,720000,3,1.5,1590,7080,1.0,,2.0,3,8,1310,280.0,1952,,98136,47.5244,-122.38600000000001,2080,7200
7932000041,5/12/2015,602500,2,2.5,3090,47044,1.0,,0.0,4,10,2250,840.0,1979,,98058,47.4291,-122.177,1860,62829
1939110310,3/10/2015,722080,3,3.25,3680,7650,2.0,,0.0,3,9,2340,1340.0,1988,0.0,98074,47.6272,-122.03299999999999,2280,8515
2954400400,11/12/2014,1150000,4,3.25,4740,49091,2.0,,0.0,3,11,4740,0.0,1990,0.0,98053,47.6624,-122.071,4800,42387
7177300575,9/3/2014,475000,4,1.0,1420,6000,1.5,,0.0,3,7,1420,0.0,1950,0.0,98115,47.6844,-122.302,1420,6180
8815400105,6/3/2014,500000,3,1.75,1620,4200,1.0,,0.0,5,7,830,790.0,1945,0.0,98115,47.6743,-122.285,1580,5000
2159900060,1/13/2015,451101,2,1.5,1510,1962,2.0,,0.0,4,8,1510,0.0,1985,0.0,98007,47.6214,-122.15299999999999,1510,2182
9407101840,6/20/2014,378000,4,2.5,1890,12236,1.0,,0.0,3,7,1230,660.0,1978,0.0,98045,47.4491,-121.78,1390,11360
2624049117,9/3/2014,425000,3,1.0,1550,4160,1.5,,0.0,4,6,1550,0.0,1926,0.0,98118,47.5387,-122.265,1590,5000
6414600070,6/17/2014,210000,1,1.0,930,7129,1.0,,0.0,3,6,930,0.0,1948,0.0,98133,47.7234,-122.333,1300,8075
3787000140,9/1/2014,450000,3,2.25,1780,9969,1.0,,0.0,3,8,1450,330.0,1985,0.0,98034,47.7286,-122.16799999999999,1950,7974
9276200890,4/29/2015,450000,2,1.75,1760,2275,1.5,,0.0,3,6,1040,720.0,1912,0.0,98116,47.5803,-122.39299999999999,1380,3750
2005300140,3/30/2015,220000,4,2.0,2340,10507,1.5,,0.0,4,6,2340,0.0,1959,0.0,98030,47.3578,-122.178,990,10507
